Passport,Destination,PI,HPI
South Africa,Djibouti,e-visa,visa required
South Africa,Egypt,visa on arrival,visa required
South Africa,Ethiopia,e-visa,visa on arrival
South Africa,Guinea,e-visa,visa required
South Africa,India,e-visa,visa required
South Africa,Indonesia,visa on arrival,visa free
South Africa,Iran,e-visa,visa on arrival
South Africa,Kazakhstan,e-visa,visa required
South Africa,Moldova,e-visa,visa required
South Africa,Myanmar,e-visa,visa required
South Africa,Oman,visa on arrival,visa free
South Africa,Papua New Guinea,e-visa,visa required
South Africa,Qatar,Hayya Entry Permit,visa free
South Africa,Sao Tome and Principe,e-visa,visa required
South Africa,Seychelles,90,visa on arrival
South Africa,South Korea,e-visa,visa required
South Africa,South Sudan,e-visa,visa required
South Africa,Suriname,e-visa,visa required
South Africa,Turkey,e-visa,visa required
South Africa,Uganda,e-visa,visa on arrival
South Africa,United Arab Emirates,e-visa,visa required
South Africa,Uzbekistan,e-visa,visa required
South Korea,Angola,visa on arrival,visa required
South Korea,Benin,e-visa,visa required
South Korea,Cambodia,e-visa,visa on arrival
South Korea,DR Congo,e-visa,visa required
South Korea,Ivory Coast,e-visa,visa required
South Korea,Djibouti,e-visa,visa required
South Korea,Ethiopia,e-visa,visa on arrival
South Korea,Gabon,e-visa,visa on arrival
South Korea,Guinea,e-visa,visa required
South Korea,Indonesia,visa on arrival,visa free
South Korea,Iran,e-visa,visa on arrival
South Korea,Iraq,visa on arrival,visa free
South Korea,Kenya,e-visa,visa required
South Korea,Kuwait,e-visa,visa on arrival
South Korea,Myanmar,e-visa,visa free
South Korea,Nigeria,visa on arrival,visa required
South Korea,Oman,visa on arrival,visa free
South Korea,Papua New Guinea,e-visa,visa on arrival
South Korea,Qatar,Hayya Entry Permit,visa free
South Korea,Seychelles,90,visa on arrival
South Korea,Somalia,visa on arrival,visa required
South Korea,South Sudan,e-visa,visa required
South Korea,Tajikistan,30,visa on arrival
South Korea,Uganda,e-visa,visa on arrival
South Korea,United Arab Emirates,90,visa on arrival
South Korea,Zambia,90,visa on arrival
South Sudan,Albania,e-visa,visa required
South Sudan,Angola,visa on arrival,visa required
South Sudan,Antigua and Barbuda,e-visa,visa required
South Sudan,Australia,e-visa,visa required
South Sudan,Azerbaijan,covid ban,visa required
South Sudan,Bahrain,e-visa,visa required
South Sudan,Bangladesh,visa on arrival,visa required
South Sudan,Barbados,90,visa required
South Sudan,Burundi,90,visa on arrival
South Sudan,Cambodia,e-visa,visa on arrival
South Sudan,Colombia,e-visa,visa required
South Sudan,DR Congo,e-visa,visa required
South Sudan,Ivory Coast,e-visa,visa required
South Sudan,Djibouti,e-visa,visa required
South Sudan,Ethiopia,e-visa,visa on arrival
South Sudan,Gabon,e-visa,visa required
South Sudan,Guinea,e-visa,visa required
South Sudan,Guyana,visa on arrival,visa required
South Sudan,Iran,e-visa,visa on arrival
South Sudan,Kyrgyzstan,e-visa,visa required
South Sudan,Lesotho,e-visa,visa required
South Sudan,Malawi,e-visa,visa required
South Sudan,Moldova,e-visa,visa required
South Sudan,Nigeria,visa on arrival,visa required
South Sudan,Oman,e-visa,visa required
South Sudan,Pakistan,e-visa,visa required
South Sudan,Qatar,Hayya Entry Permit,visa required
South Sudan,Saint Kitts and Nevis,e-visa,visa free
South Sudan,Sao Tome and Principe,e-visa,visa required
South Sudan,Senegal,visa required,visa on arrival
South Sudan,Seychelles,90,visa on arrival
South Sudan,Sierra Leone,visa on arrival,visa required
South Sudan,Suriname,e-visa,visa required
South Sudan,Tajikistan,e-visa,visa required
South Sudan,Uganda,180,visa on arrival
South Sudan,United Arab Emirates,e-visa,visa required
South Sudan,Uzbekistan,e-visa,visa required
South Sudan,Zambia,e-visa,visa required
South Sudan,Zimbabwe,e-visa,visa required
Spain,Angola,visa on arrival,visa required
Spain,Azerbaijan,e-visa,visa required
Spain,Benin,e-visa,visa required
Spain,Cambodia,e-visa,visa on arrival
Spain,DR Congo,e-visa,visa required
Spain,Ivory Coast,e-visa,visa required
Spain,Djibouti,e-visa,visa required
Spain,Ethiopia,e-visa,visa on arrival
Spain,Gabon,e-visa,visa on arrival
Spain,Gambia,90,visa on arrival
Spain,Guinea,e-visa,visa required
Spain,India,e-visa,visa required
Spain,Indonesia,visa on arrival,visa free
Spain,Iran,e-visa,visa on arrival
Spain,Iraq,visa on arrival,visa free
Spain,Japan,90,visa required
Spain,Kenya,e-visa,visa required
Spain,Kuwait,e-visa,visa on arrival
Spain,Myanmar,e-visa,visa on arrival
Spain,Nigeria,visa on arrival,visa required
Spain,Oman,visa on arrival,visa free
Spain,Papua New Guinea,e-visa,visa on arrival
Spain,Qatar,Hayya Entry Permit,visa free
Spain,Seychelles,90,visa on arrival
Spain,South Korea,e-visa,visa required
Spain,South Sudan,e-visa,visa required
Spain,Suriname,e-visa,visa required
Spain,Tajikistan,30,visa on arrival
Spain,Uganda,e-visa,visa on arrival
Spain,Zambia,90,visa on arrival
Sri Lanka,Albania,e-visa,visa required
Sri Lanka,Angola,visa on arrival,visa required
Sri Lanka,Antigua and Barbuda,e-visa,visa required
Sri Lanka,Australia,e-visa,visa required
Sri Lanka,Azerbaijan,visa on arrival,visa required
Sri Lanka,Bahrain,e-visa,visa required
Sri Lanka,Benin,e-visa,visa required
Sri Lanka,Botswana,e-visa,visa required
Sri Lanka,Cambodia,e-visa,visa on arrival
Sri Lanka,Colombia,e-visa,visa required
Sri Lanka,DR Congo,e-visa,visa required
Sri Lanka,Ivory Coast,e-visa,visa required
Sri Lanka,Djibouti,e-visa,visa required
Sri Lanka,Ecuador,e-visa,visa required
Sri Lanka,Ethiopia,e-visa,visa required
Sri Lanka,Gabon,e-visa,visa required
Sri Lanka,Guinea,e-visa,visa required
Sri Lanka,Guyana,visa on arrival,visa required
Sri Lanka,Indonesia,visa required,visa free
Sri Lanka,Iran,e-visa,visa required
Sri Lanka,Kazakhstan,e-visa,visa required
Sri Lanka,Kenya,e-visa,visa required
Sri Lanka,Kyrgyzstan,e-visa,visa required
Sri Lanka,Malawi,e-visa,visa required
Sri Lanka,Malaysia,e-visa,visa required
Sri Lanka,Moldova,e-visa,visa required
Sri Lanka,Mozambique,visa required,visa on arrival
Sri Lanka,Myanmar,e-visa,visa required
Sri Lanka,Nigeria,visa on arrival,visa required
Sri Lanka,Oman,e-visa,visa required
Sri Lanka,Qatar,Hayya Entry Permit,visa required
Sri Lanka,Sao Tome and Principe,e-visa,visa required
Sri Lanka,Seychelles,90,visa on arrival
Sri Lanka,South Sudan,e-visa,visa required
Sri Lanka,Suriname,e-visa,visa required
Sri Lanka,Tajikistan,30,visa required
Sri Lanka,Tanzania,e-visa,visa required
Sri Lanka,Uganda,e-visa,visa on arrival
Sri Lanka,United Arab Emirates,e-visa,visa required
Sri Lanka,Uzbekistan,e-visa,visa required
Sri Lanka,Venezuela,90,visa required
Sri Lanka,Zambia,e-visa,visa required
Sri Lanka,Zimbabwe,e-visa,visa required
Saint Vincent and the Grenadines,Albania,e-visa,visa required
Saint Vincent and the Grenadines,Angola,visa on arrival,visa required
Saint Vincent and the Grenadines,Armenia,e-visa,visa on arrival
Saint Vincent and the Grenadines,Australia,e-visa,visa required
Saint Vincent and the Grenadines,Azerbaijan,covid ban,visa required
Saint Vincent and the Grenadines,Bahrain,e-visa,visa required
Saint Vincent and the Grenadines,Benin,e-visa,visa required
Saint Vincent and the Grenadines,Cambodia,e-visa,visa on arrival
Saint Vincent and the Grenadines,DR Congo,e-visa,visa required
Saint Vincent and the Grenadines,Ivory Coast,e-visa,visa required
Saint Vincent and the Grenadines,Djibouti,e-visa,visa required
Saint Vincent and the Grenadines,Egypt,visa on arrival,visa required
Saint Vincent and the Grenadines,Ethiopia,e-visa,visa required
Saint Vincent and the Grenadines,Gabon,e-visa,visa required
Saint Vincent and the Grenadines,Ghana,90,visa required
Saint Vincent and the Grenadines,Guinea,e-visa,visa required
Saint Vincent and the Grenadines,India,e-visa,visa required
Saint Vincent and the Grenadines,Indonesia,visa required,visa free
Saint Vincent and the Grenadines,Iran,e-visa,visa on arrival
Saint Vincent and the Grenadines,Kazakhstan,e-visa,visa required
Saint Vincent and the Grenadines,Kyrgyzstan,e-visa,visa required
Saint Vincent and the Grenadines,Nigeria,visa on arrival,visa required
Saint Vincent and the Grenadines,Oman,e-visa,visa required
Saint Vincent and the Grenadines,Pakistan,e-visa,visa required
Saint Vincent and the Grenadines,Papua New Guinea,e-visa,visa required
Saint Vincent and the Grenadines,Qatar,Hayya Entry Permit,visa required
Saint Vincent and the Grenadines,Sao Tome and Principe,e-visa,visa required
Saint Vincent and the Grenadines,Seychelles,90,visa on arrival
Saint Vincent and the Grenadines,South Korea,e-visa,visa required
Saint Vincent and the Grenadines,South Sudan,e-visa,visa required
Saint Vincent and the Grenadines,Tajikistan,e-visa,visa required
Saint Vincent and the Grenadines,Turkey,e-visa,visa required
Saint Vincent and the Grenadines,Ukraine,90,visa required
Sudan,Albania,e-visa,visa required
Sudan,Angola,visa on arrival,visa required
Sudan,Antigua and Barbuda,e-visa,visa required
Sudan,Australia,e-visa,visa required
Sudan,Azerbaijan,covid ban,visa required
Sudan,Bahrain,e-visa,visa required
Sudan,Barbados,90,visa required
Sudan,Bolivia,visa on arrival,visa required
Sudan,Botswana,e-visa,visa required
Sudan,Cambodia,e-visa,visa on arrival
Sudan,Colombia,e-visa,visa required
Sudan,DR Congo,e-visa,visa required
Sudan,Ivory Coast,e-visa,visa required
Sudan,Djibouti,e-visa,visa required
Sudan,Ethiopia,e-visa,visa on arrival
Sudan,Gabon,e-visa,visa required
Sudan,Ghana,90,visa on arrival
Sudan,Guinea,e-visa,visa required
Sudan,Guyana,visa on arrival,visa required
Sudan,Iran,e-visa,visa on arrival
Sudan,Kenya,e-visa,visa required
Sudan,Kyrgyzstan,e-visa,visa required
Sudan,Lesotho,e-visa,visa required
Sudan,Malawi,e-visa,visa required
Sudan,Oman,e-visa,visa required
Sudan,Pakistan,e-visa,visa required
Sudan,Qatar,Hayya Entry Permit,visa required
Sudan,Saint Kitts and Nevis,e-visa,visa required
Sudan,Sao Tome and Principe,e-visa,visa required
Sudan,Senegal,visa required,visa on arrival
Sudan,Seychelles,90,visa on arrival
Sudan,Sierra Leone,visa on arrival,visa required
Sudan,Singapore,e-visa,visa required
Sudan,South Sudan,e-visa,visa required
Sudan,Sri Lanka,e-visa,visa required
Sudan,Suriname,e-visa,visa required
Sudan,Tajikistan,e-visa,visa required
Sudan,Uganda,e-visa,visa on arrival
Sudan,United Arab Emirates,e-visa,visa required
Sudan,Uzbekistan,e-visa,visa required
Sudan,Zambia,e-visa,visa required
Sudan,Zimbabwe,e-visa,visa required
Suriname,Albania,e-visa,visa required
Suriname,Angola,visa on arrival,visa required
Suriname,Armenia,e-visa,visa on arrival
Suriname,Australia,e-visa,visa required
Suriname,Azerbaijan,covid ban,visa required
Suriname,Bangladesh,visa on arrival,visa required
Suriname,Benin,e-visa,visa required
Suriname,Botswana,e-visa,visa required
Suriname,Cambodia,e-visa,visa on arrival
Suriname,China,30,visa required
Suriname,DR Congo,e-visa,visa required
Suriname,Ivory Coast,e-visa,visa required
Suriname,Djibouti,e-visa,visa required
Suriname,Ethiopia,e-visa,visa required
Suriname,Gabon,e-visa,visa required
Suriname,Georgia,e-visa,visa required
Suriname,Guinea,e-visa,visa required
Suriname,India,e-visa,visa required
Suriname,Indonesia,visa on arrival,visa free
Suriname,Iran,e-visa,visa on arrival
Suriname,Japan,90,visa required
Suriname,Kazakhstan,e-visa,visa required
Suriname,Kenya,e-visa,visa required
Suriname,Kyrgyzstan,e-visa,visa required
Suriname,Lesotho,e-visa,visa required
Suriname,Moldova,e-visa,visa required
Suriname,Nigeria,visa on arrival,visa required
Suriname,Oman,visa on arrival,visa free
Suriname,Pakistan,e-visa,visa required
Suriname,Qatar,Hayya Entry Permit,visa free
Suriname,Sao Tome and Principe,e-visa,visa required
Suriname,Seychelles,90,visa on arrival
Suriname,Sierra Leone,visa on arrival,visa required
Suriname,South Korea,e-visa,visa required
Suriname,South Sudan,e-visa,visa required
Suriname,Tajikistan,e-visa,visa required
Suriname,Turkey,e-visa,visa required
Suriname,Uganda,e-visa,visa on arrival
Suriname,Ukraine,e-visa,visa required
Suriname,United Arab Emirates,e-visa,visa required
Suriname,Uzbekistan,e-visa,visa required
Sweden,Angola,visa on arrival,visa required
Sweden,Azerbaijan,e-visa,visa required
Sweden,Benin,e-visa,visa required
Sweden,Cambodia,e-visa,visa on arrival
Sweden,DR Congo,e-visa,visa required
Sweden,Ivory Coast,e-visa,visa required
Sweden,Djibouti,e-visa,visa required
Sweden,Ethiopia,e-visa,visa on arrival
Sweden,Gabon,e-visa,visa on arrival
Sweden,Guinea,e-visa,visa required
Sweden,India,e-visa,visa required
Sweden,Indonesia,visa on arrival,visa free
Sweden,Iran,e-visa,visa on arrival
Sweden,Iraq,visa on arrival,visa free
Sweden,Japan,90,visa required
Sweden,Kenya,e-visa,visa required
Sweden,Kuwait,e-visa,visa on arrival
Sweden,Mongolia,e-visa,visa required
Sweden,Myanmar,e-visa,visa required
Sweden,Nigeria,visa on arrival,visa required
Sweden,Oman,visa on arrival,visa free
Sweden,Papua New Guinea,e-visa,visa on arrival
Sweden,Qatar,Hayya Entry Permit,visa free
Sweden,Seychelles,90,visa on arrival
Sweden,South Korea,e-visa,visa required
Sweden,South Sudan,e-visa,visa required
Sweden,Suriname,e-visa,visa required
Sweden,Tajikistan,30,visa on arrival
Sweden,Uganda,e-visa,visa on arrival
Sweden,Zambia,90,visa on arrival
Switzerland,Angola,visa on arrival,visa required
Switzerland,Azerbaijan,e-visa,visa required
Switzerland,Benin,e-visa,visa required
Switzerland,Cambodia,e-visa,visa on arrival
Switzerland,Cape Verde,30,visa on arrival
Switzerland,DR Congo,e-visa,visa required
Switzerland,Ivory Coast,e-visa,visa required
Switzerland,Djibouti,e-visa,visa required
Switzerland,Ethiopia,e-visa,visa on arrival
Switzerland,Gabon,e-visa,visa required
Switzerland,Guinea,e-visa,visa required
Switzerland,India,e-visa,visa required
Switzerland,Indonesia,visa on arrival,visa free
Switzerland,Iran,e-visa,visa on arrival
Switzerland,Iraq,visa on arrival,visa free
Switzerland,Japan,90,visa required
Switzerland,Kenya,e-visa,visa required
Switzerland,Kuwait,e-visa,visa on arrival
Switzerland,Mongolia,visa on arrival,visa required
Switzerland,Myanmar,e-visa,visa on arrival
Switzerland,Nigeria,visa on arrival,visa required
Switzerland,Oman,visa on arrival,visa free
Switzerland,Papua New Guinea,e-visa,visa on arrival
Switzerland,Qatar,Hayya Entry Permit,visa free
Switzerland,Seychelles,90,visa on arrival
Switzerland,Sierra Leone,visa on arrival,visa required
Switzerland,South Korea,e-visa,visa required
Switzerland,South Sudan,e-visa,visa required
Switzerland,Suriname,e-visa,visa required
Switzerland,Tajikistan,30,visa on arrival
Switzerland,Uganda,e-visa,visa on arrival
Switzerland,Vietnam,e-visa,visa required
Syria,Angola,visa on arrival,visa required
Syria,Antigua and Barbuda,e-visa,visa required
Syria,Australia,e-visa,visa required
Syria,Azerbaijan,covid ban,visa required
Syria,Bahrain,e-visa,visa required
Syria,Benin,e-visa,visa required
Syria,Botswana,e-visa,visa required
Syria,Cambodia,e-visa,visa required
Syria,Colombia,e-visa,visa required
Syria,DR Congo,e-visa,visa required
Syria,Ivory Coast,e-visa,visa required
Syria,Djibouti,e-visa,visa required
Syria,Ecuador,e-visa,visa required
Syria,Ethiopia,e-visa,visa required
Syria,Gabon,e-visa,visa required
Syria,Guinea,e-visa,visa required
Syria,Guyana,visa on arrival,visa required
Syria,Kenya,e-visa,visa required
Syria,Kyrgyzstan,e-visa,visa required
Syria,Lesotho,e-visa,visa required
Syria,Malawi,e-visa,visa required
Syria,Mauritania,visa required,visa free
Syria,Moldova,e-visa,visa required
Syria,Nigeria,visa on arrival,visa required
Syria,Oman,e-visa,visa required
Syria,Pakistan,e-visa,visa required
Syria,Palestine,visa free,visa required
Syria,Qatar,Hayya Entry Permit,visa required
Syria,Saint Kitts and Nevis,e-visa,visa required
Syria,Sao Tome and Principe,e-visa,visa required
Syria,Senegal,visa required,visa on arrival
Syria,Seychelles,90,visa on arrival
Syria,Sierra Leone,visa on arrival,visa required
Syria,Singapore,e-visa,visa required
Syria,South Sudan,e-visa,visa required
Syria,Sudan,visa required,visa free
Syria,Suriname,e-visa,visa required
Syria,Tajikistan,e-visa,visa required
Syria,Tanzania,e-visa,visa required
Syria,Uganda,e-visa,visa on arrival
Syria,United Arab Emirates,e-visa,visa required
Syria,Uzbekistan,e-visa,visa required
Syria,Zambia,e-visa,visa required
Syria,Zimbabwe,e-visa,visa required
Taiwan,Angola,visa on arrival,visa required
Taiwan,Armenia,e-visa,visa on arrival
Taiwan,Azerbaijan,covid ban,visa required
Taiwan,Bahrain,e-visa,visa required
Taiwan,Benin,e-visa,visa required
Taiwan,Bolivia,visa on arrival,visa required
Taiwan,Botswana,e-visa,visa required
Taiwan,Cambodia,e-visa,visa on arrival
Taiwan,DR Congo,e-visa,visa required
Taiwan,Ivory Coast,e-visa,visa required
Taiwan,Djibouti,e-visa,visa required
Taiwan,Ethiopia,e-visa,visa on arrival
Taiwan,Gabon,e-visa,visa required
Taiwan,Georgia,no admission,visa required
Taiwan,Guinea,e-visa,visa required
Taiwan,Guyana,visa on arrival,visa required
Taiwan,Hong Kong,30,visa required
Taiwan,India,e-visa,visa required
Taiwan,Indonesia,visa on arrival,visa free
Taiwan,Iran,e-visa,visa on arrival
Taiwan,Japan,90,visa required
Taiwan,Kenya,e-visa,visa required
Taiwan,Kyrgyzstan,e-visa,visa required
Taiwan,Lesotho,e-visa,visa required
Taiwan,Moldova,e-visa,visa required
Taiwan,Nigeria,visa on arrival,visa required
Taiwan,Oman,visa on arrival,visa free
Taiwan,Palau,visa on arrival,visa free
Taiwan,Papua New Guinea,e-visa,visa on arrival
Taiwan,Philippines,visa required,e-visa
Taiwan,Qatar,Hayya Entry Permit,visa on arrival
Taiwan,Sao Tome and Principe,e-visa,visa required
Taiwan,Senegal,visa required,visa on arrival
Taiwan,Seychelles,90,visa on arrival
Taiwan,Sierra Leone,visa on arrival,visa required
Taiwan,South Korea,e-visa,visa required
Taiwan,South Sudan,e-visa,visa required
Taiwan,Suriname,e-visa,visa required
Taiwan,Tajikistan,e-visa,visa required
Taiwan,Turkey,e-visa,visa required
Taiwan,Uganda,e-visa,visa on arrival
Taiwan,Ukraine,30,visa required
Taiwan,United Arab Emirates,e-visa,visa required
Taiwan,Uzbekistan,e-visa,visa required
Taiwan,Zambia,e-visa,visa required
Taiwan,Zimbabwe,e-visa,visa required
Tajikistan,Angola,visa on arrival,visa required
Tajikistan,Australia,e-visa,visa required
Tajikistan,Bahrain,e-visa,visa required
Tajikistan,Benin,e-visa,visa required
Tajikistan,Botswana,e-visa,visa required
Tajikistan,Cambodia,e-visa,visa on arrival
Tajikistan,Colombia,e-visa,visa required
Tajikistan,DR Congo,e-visa,visa required
Tajikistan,Ivory Coast,e-visa,visa required
Tajikistan,Djibouti,e-visa,visa required
Tajikistan,Ethiopia,e-visa,visa required
Tajikistan,Gabon,e-visa,visa required
Tajikistan,Gambia,90,visa required
Tajikistan,Guinea,e-visa,visa required
Tajikistan,Guyana,visa on arrival,visa required
Tajikistan,Indonesia,visa required,visa free
Tajikistan,Iran,e-visa,visa on arrival
Tajikistan,Kenya,e-visa,visa required
Tajikistan,Kyrgyzstan,no admission,visa free
Tajikistan,Lesotho,e-visa,visa required
Tajikistan,Malawi,e-visa,visa required
Tajikistan,Nigeria,visa on arrival,visa required
Tajikistan,Oman,e-visa,visa free
Tajikistan,Palestine,visa free,visa required
Tajikistan,Qatar,Hayya Entry Permit,visa required
Tajikistan,Saint Kitts and Nevis,e-visa,visa required
Tajikistan,Sao Tome and Principe,e-visa,visa required
Tajikistan,Senegal,visa required,visa on arrival
Tajikistan,Seychelles,90,visa on arrival
Tajikistan,Sierra Leone,visa on arrival,visa required
Tajikistan,Singapore,e-visa,visa required
Tajikistan,South Sudan,e-visa,visa required
Tajikistan,Suriname,e-visa,visa required
Tajikistan,Syria,visa required,visa on arrival
Tajikistan,Tanzania,e-visa,visa required
Tajikistan,Uganda,e-visa,visa on arrival
Tajikistan,United Arab Emirates,e-visa,visa required
Tajikistan,Zambia,e-visa,visa required
Tanzania,Angola,visa on arrival,visa required
Tanzania,Australia,e-visa,visa required
Tanzania,Azerbaijan,covid ban,visa required
Tanzania,Bahrain,e-visa,visa required
Tanzania,Cambodia,e-visa,visa on arrival
Tanzania,Colombia,e-visa,visa required
Tanzania,Ivory Coast,e-visa,visa required
Tanzania,Djibouti,e-visa,visa required
Tanzania,Ethiopia,e-visa,visa on arrival
Tanzania,Gabon,e-visa,visa required
Tanzania,Ghana,90,visa on arrival
Tanzania,Guyana,visa on arrival,visa required
Tanzania,India,e-visa,visa required
Tanzania,Indonesia,visa required,visa free
Tanzania,Iran,e-visa,visa on arrival
Tanzania,Kazakhstan,e-visa,visa required
Tanzania,Kyrgyzstan,e-visa,visa required
Tanzania,Moldova,e-visa,visa required
Tanzania,Oman,e-visa,visa required
Tanzania,Qatar,Hayya Entry Permit,visa required
Tanzania,Sao Tome and Principe,e-visa,visa required
Tanzania,Senegal,visa required,visa on arrival
Tanzania,Seychelles,90,visa on arrival
Tanzania,Suriname,e-visa,visa required
Tanzania,Tajikistan,e-visa,visa required
Tanzania,United Arab Emirates,e-visa,visa required
Tanzania,Uzbekistan,e-visa,visa required
Thailand,Angola,visa on arrival,visa required
Thailand,Antigua and Barbuda,e-visa,visa required
Thailand,Armenia,e-visa,visa on arrival
Thailand,Australia,e-visa,visa required
Thailand,Azerbaijan,e-visa,visa required
Thailand,Benin,e-visa,visa required
Thailand,Botswana,e-visa,visa required
Thailand,Colombia,e-visa,visa required
Thailand,DR Congo,e-visa,visa required
Thailand,Ivory Coast,e-visa,visa required
Thailand,Djibouti,e-visa,visa required
Thailand,Ethiopia,e-visa,visa on arrival
Thailand,Gabon,e-visa,visa required
Thailand,Guinea,e-visa,visa required
Thailand,Guyana,visa on arrival,visa required
Thailand,India,e-visa,visa required
Thailand,Iran,e-visa,visa on arrival
Thailand,Japan,15,visa required
Thailand,Kenya,e-visa,visa required
Thailand,Kyrgyzstan,60,visa on arrival
Thailand,Lesotho,e-visa,visa required
Thailand,Moldova,e-visa,visa required
Thailand,Morocco,e-visa,visa required
Thailand,Nauru,visa on arrival,visa free
Thailand,Nigeria,visa on arrival,visa required
Thailand,Oman,visa on arrival,visa free
Thailand,Palestine,visa free,visa required
Thailand,Papua New Guinea,e-visa,visa on arrival
Thailand,Qatar,Hayya Entry Permit,visa free
Thailand,Saint Kitts and Nevis,e-visa,visa required
Thailand,Sao Tome and Principe,e-visa,visa required
Thailand,Seychelles,90,visa on arrival
Thailand,South Korea,e-visa,visa required
Thailand,South Sudan,e-visa,visa required
Thailand,Suriname,e-visa,visa required
Thailand,Tajikistan,30,visa on arrival
Thailand,Uganda,e-visa,visa required
Thailand,Ukraine,e-visa,visa required
Thailand,United Arab Emirates,e-visa,visa required
Thailand,Uzbekistan,e-visa,visa required
Thailand,Zimbabwe,e-visa,visa required
Timor-Leste,Albania,e-visa,visa required
Timor-Leste,Angola,visa on arrival,visa required
Timor-Leste,Antigua and Barbuda,e-visa,visa required
Timor-Leste,Armenia,e-visa,visa on arrival
Timor-Leste,Australia,e-visa,visa required
Timor-Leste,Azerbaijan,covid ban,visa required
Timor-Leste,Bahrain,e-visa,visa required
Timor-Leste,Benin,e-visa,visa required
Timor-Leste,Bolivia,visa on arrival,visa required
Timor-Leste,Cambodia,e-visa,visa on arrival
Timor-Leste,Colombia,e-visa,visa required
Timor-Leste,DR Congo,e-visa,visa required
Timor-Leste,Ivory Coast,e-visa,visa required
Timor-Leste,Djibouti,e-visa,visa required
Timor-Leste,Egypt,visa on arrival,visa required
Timor-Leste,Ethiopia,e-visa,visa required
Timor-Leste,Gabon,e-visa,visa required
Timor-Leste,Georgia,e-visa,visa required
Timor-Leste,Guinea,e-visa,visa required
Timor-Leste,Guyana,visa on arrival,visa required
Timor-Leste,Indonesia,visa on arrival,visa free
Timor-Leste,Iran,e-visa,visa on arrival
Timor-Leste,Kenya,e-visa,visa required
Timor-Leste,Kyrgyzstan,e-visa,visa required
Timor-Leste,Lesotho,e-visa,visa required
Timor-Leste,Nigeria,visa on arrival,visa required
Timor-Leste,Oman,e-visa,visa required
Timor-Leste,Pakistan,e-visa,visa required
Timor-Leste,Palestine,visa free,visa required
Timor-Leste,Qatar,Hayya Entry Permit,visa required
Timor-Leste,Saint Kitts and Nevis,e-visa,visa required
Timor-Leste,Seychelles,90,visa on arrival
Timor-Leste,South Sudan,e-visa,visa required
Timor-Leste,Suriname,e-visa,visa required
Timor-Leste,Tajikistan,e-visa,visa required
Timor-Leste,Turkey,e-visa,visa required
Timor-Leste,Uganda,e-visa,visa on arrival
Timor-Leste,Ukraine,e-visa,visa required
Timor-Leste,United Arab Emirates,e-visa,visa required
Timor-Leste,Uzbekistan,e-visa,visa required
Timor-Leste,Vietnam,e-visa,visa required
Timor-Leste,Zambia,e-visa,visa required
Timor-Leste,Zimbabwe,e-visa,visa required
Togo,Albania,e-visa,visa required
Togo,Angola,visa on arrival,visa required
Togo,Antigua and Barbuda,e-visa,visa required
Togo,Australia,e-visa,visa required
Togo,Azerbaijan,covid ban,visa required
Togo,Bahrain,e-visa,visa required
Togo,Barbados,90,visa required
Togo,Botswana,e-visa,visa required
Togo,Cambodia,e-visa,visa on arrival
Togo,Colombia,e-visa,visa required
Togo,DR Congo,e-visa,visa required
Togo,Djibouti,e-visa,visa required
Togo,Ethiopia,e-visa,visa on arrival
Togo,Gabon,e-visa,visa required
Togo,Georgia,e-visa,visa required
Togo,Guyana,visa on arrival,visa required
Togo,India,e-visa,visa required
Togo,Indonesia,visa required,visa free
Togo,Iran,e-visa,visa on arrival
Togo,Kazakhstan,e-visa,visa required
Togo,Kenya,e-visa,visa required
Togo,Kyrgyzstan,e-visa,visa required
Togo,Lesotho,e-visa,visa required
Togo,Malawi,e-visa,visa required
Togo,Moldova,e-visa,visa required
Togo,Namibia,visa on arrival,visa required
Togo,Oman,e-visa,visa required
Togo,Pakistan,e-visa,visa required
Togo,Qatar,Hayya Entry Permit,visa required
Togo,Saint Kitts and Nevis,e-visa,visa required
Togo,Sao Tome and Principe,e-visa,visa required
Togo,Seychelles,90,visa on arrival
Togo,South Sudan,e-visa,visa required
Togo,Suriname,e-visa,visa required
Togo,Tajikistan,e-visa,visa required
Togo,Uganda,e-visa,visa on arrival
Togo,United Arab Emirates,e-visa,visa required
Togo,Uzbekistan,e-visa,visa required
Togo,Zambia,e-visa,visa required
Togo,Zimbabwe,e-visa,visa required
Tonga,Albania,e-visa,visa required
Tonga,Angola,visa on arrival,visa required
Tonga,Antigua and Barbuda,e-visa,visa required
Tonga,Armenia,e-visa,visa on arrival
Tonga,Australia,e-visa,visa required
Tonga,Azerbaijan,covid ban,visa required
Tonga,Bahrain,e-visa,visa required
Tonga,Benin,e-visa,visa required
Tonga,Cambodia,e-visa,visa on arrival
Tonga,Colombia,e-visa,visa required
Tonga,DR Congo,e-visa,visa required
Tonga,Ivory Coast,e-visa,visa required
Tonga,Djibouti,e-visa,visa required
Tonga,Ethiopia,e-visa,visa required
Tonga,Gabon,e-visa,visa required
Tonga,Georgia,e-visa,visa required
Tonga,Guinea,e-visa,visa required
Tonga,Guyana,visa on arrival,visa required
Tonga,India,e-visa,visa required
Tonga,Indonesia,visa required,visa free
Tonga,Iran,e-visa,visa on arrival
Tonga,Kazakhstan,e-visa,visa required
Tonga,Kyrgyzstan,e-visa,visa required
Tonga,Marshall Islands,visa on arrival,visa free
Tonga,Nigeria,visa on arrival,visa required
